character,dialogue,episode
TV,"We see a cardboard cutout of Homer and his plow. PULL BACK reveals Barney, wearing a giant crown and jacket with ""PLOW KING"" on the back.",9F07   MR PLOW
BARNEY,"Well, well, if it isn’t Mr. Plow. Barney viciously attacks the cutout with a Basebail bat. Several stagehands wearing headsets try to pull him off. Barney breaks free and violently WHACKS the cutout. LINDA",9F07   MR PLOW
BARNEY,Wow! Linda Ronstadt! They start WHACKING the cutout together.,9F07   MR PLOW
MOE,Linda Ronstadt? How’d you get her?,9F07   MR PLOW
TV,So you better make that call to the Plow King.,9F07   MR PLOW
BARNEY,Lachrymose is to dyspeptic as ebullient is to... ai rervencent! (CHECKS ANSWER) All right! Harvard here I come!,9F07   MR PLOW
HOMER,"Psst, Barney! My Dad’s asleep. Want a beer?",9F07   MR PLOW
BARNEY,I don’t know. The SAT’s are tomorrow.,9F07   MR PLOW
HOMER,"I’ve got two words for you: mellow out, man. Homer offers Barney the beer again.",9F07   MR PLOW
BARNEY,I really shouldn’t. Both my parents are alcoholics.,9F07   MR PLOW
HOMER,I don’t see how that’s relevant.,9F07   MR PLOW
BARNEY,All right. Just one -~ if it’ll get you off my back.,9F07   MR PLOW
BARNEY,"Hey, where have  been all my life?",9F07   MR PLOW
BARNEY,"Hey, are you going to finish that?",9F07   MR PLOW
BARNEY,"Hey, I didn’t ask to hear your life story. Barney grabs the bottie and starts drinking from it.",9F07   MR PLOW
DAY,Barney is pulling out of Flanders’ driveway.,9F07   MR PLOW
NED FLANDERS,"Thanks, Plow King-a-lee-ding. Homer pulls up in his truck.",9F07   MR PLOW
HOMER,"Flanders, I thought I was your plow",9F07   MR PLOW
NED FLANDERS,"Ah, you know, Homer, I think that other fella didn’t do such a good job. Why don’t you plow it again?",9F07   MR PLOW
HOMER,Forget it pal. I don’t need your phoney baloney job. 1/11 take your money but I’m not gonna plow your driveway.,9F07   MR PLOW
NED FLANDERS,Poor Homie.,9F07   MR PLOW
NED FLANDERS,Race ya to the loom! They run off.,9F07   MR PLOW
DAY,"Barney is plowing Adam West’s driveway. In the garage are the Batmobile and a VW Bug with a bumper sticker that reads ""My Other Car is a Batmobile"". Homer pulls up in his truck, looking angry.",9F07   MR PLOW
BARNEY,"So long Superman. Your secret identity is safe with me. Adam West gets in the Batmobile and pushes the ""STARTER BUTTON"". The engine CRANKS for a long time before it turns over, emitting a cloud of black smoke. The car slowly",9F07   MR PLOW
HOMER,Mister Plow... that name again is Mr. Plow.,9F07   MR PLOW
HOMER,"Oh, you want the Mister Plow who plows driveways. This is Tony Plow. You know... from ""Leave It To Beaver""?  Yeah, he was gay.",9F07   MR PLOW
HOMER,What am I gonna do?,9F07   MR PLOW
LISA,"I think you should do a new ad, dad. One that’s fresh and original.",9F07   MR PLOW
BART,Stop it. Stop it right now.,9F07   MR PLOW
LISA,Promise you’ll never do that again.,9F07   MR PLOW
HOMER,The copy writer shakes it off. Happens all the time.,9F07   MR PLOW
TV,The commercial is in black and white and letterboxed. A,9F07   MR PLOW
HOMER,He. is stunned.,9F07   MR PLOW
LISA,"Dad, was that your commercial?",9F07   MR PLOW
HOMER,I don’t know.,9F07   MR PLOW
MAYOR QUIMBY,"The torch has been passed to a new generation of, uh, snow plow people... (TO HOMER} Come on, give me the key.",9F07   MR PLOW
MAYOR QUIMBY,These look like teeth marks.,9F07   MR PLOW
HOMER,I thought there was chocolate inside. Quimby stares at him coldly.,9F07   MR PLOW
HOMER,"Well, why was it wrapped in foil?",9F07   MR PLOW
MAYOR QUIMBY,It was never wrapped in foil!,9F07   MR PLOW
KENT BROCKMAN,Hardest hit by the blizzard is Springfield’s forbidding Widow’s Peak. Our own Arnie Pie is on the scene. On TV,9F07   MR PLOW
KENT BROCKMAN,Arnie please... the ski conditions!,9F07   MR PLOW
KENT BROCKMAN,That’s great Arnie.,9F07   MR PLOW
HOMER,Hmm...,9F07   MR PLOW
HOMER,Hello... Plow King? I was wondering if you could plow my driveway on top of forbidding Widow’s Peak.,9F07   MR PLOW
BARNEY,"I don’t know. I’d be up there all day... I wouldn’t be able to plow any other driveways... that moron, Mr. Plow, would get all my jobs. Homer bites his knuckles, suppressing rage.",9F07   MR PLOW
HOMER,"There’s a $10,000 bill in it for you.",9F07   MR PLOW
BARNEY,Oh yeah? Which president’s on it?,9F07   MR PLOW
HOMER,Uh... all of them. They’re having a party. Jimmy Carter’s passed out on the couch.,9F07   MR PLOW
BARNEY,Wow! I/’11 be right there. He hangs up and starts to leave.,9F07   MR PLOW
WOMAN,"Well, I guess you can plow my driveway. But I wonder what happened to the Plow King.",9F07   MR PLOW
HOMER,I guess he just doesn’t respect his customers.,9F07   MR PLOW
WOMAN,"Oh, could you make sure not to scrape my asphalt?",9F07   MR PLOW
HOMER,"Yeah, scrape this.",9F07   MR PLOW
HOMER,"So I says, ""Scrape this."" The family all stares at him.",9F07   MR PLOW
TV,We see a worried Kent Brockman.,9F07   MR PLOW
KENT BROCKMAN,Springfield’s beloved Plow King is trapped.,9F07   MR PLOW
KENT BROCKMAN,"Barney Gumble, shown here donating $50,000 to the Shelbyville Dance Theater...",9F07   MR PLOW
KENT BROCKMAN,"«se. was caught in a sudden avalanche on Widow’s Peak earlier today. It was captured on film by a camera crew filming the upcoming Fox special, ""In Search of Bigfoot.""",9F07   MR PLOW
DAY,We see footage of Bigfoot in front of some trees.,9F07   MR PLOW
HOMER,I’ve gotta save him. out the door.,9F07   MR PLOW
KENT BROCKMAN,"Coming up next... we show you how bruised apples are turned into sweet, sweet cider.",9F07   MR PLOW
HOMER,Hmm. to sit in front of the TV.,9F07   MR PLOW
MARGE,"Homie, please don’t go.",9F07   MR PLOW
HOMER,"Hey,  this old girl’s as sure-footed as a mountain",9F07   MR PLOW
A.,Homer’s truck is on a rickety wooden bridge. In front of Homer’s plow is a truck driving very slowly. Homer,9F07   MR PLOW
HOMER,"Go to hell! The truck driver quickly sticks his head back in the truck as Homer passes the truck on the left, SCRAPING the truck and knocking big chunks of bridge into the gorge.",9F07   MR PLOW
B.,Barney is trapped under a snow drift and very cold.,9F07   MR PLOW
BARNEY,All right. All right. Got to find an animal to kill and crawl inside of.  Come here little squirrel... come here.,9F07   MR PLOW
HOMER,CACKLE) (INSANE CONVULSIVE LAUGH JUST,9F07   MR PLOW
HOMER,That’s better. He runs back to the truck.,9F07   MR PLOW
BARNEY,lLet’s see. Which foot should I eat? Barney flips a coin.,9F07   MR PLOW
BARNEY,"The left?! Oh, well.",9F07   MR PLOW
HOMER,Barney! Homer helps Barney out of the snow drift.,9F07   MR PLOW
BARNEY,"Homer, you saved my life and I’m not gonna forget it. From now on, we’ll be partners.",9F07   MR PLOW
HOMER,"Barney, that’s great. When two best friends work together, not even God, Himself, can stop them. Clouds part and a shaft of sunlight falls on Homer and Barney. The snow starts to meit and flowers spring up. A snowman melts grotesquely a la ""Raiders of the Lost Ark.""",9F07   MR PLOW
KIDS,are happily tobogganing. The snow melts. The,9F07   MR PLOW
GRANDPA,The snow’s melted! We can go outside again. There is a long beat.,9F07   MR PLOW
JASPER,I don’t like the looks of those teenagers. They go back inside.,9F07   MR PLOW
TV,"Kent Brockman speaks in front of the ""My Two Cents"" logo. Could this record-breaking heat wave be the result of the dreaded greenhouse effect? Well, if 70-degree days in the middle of winter are the ""price"" of car pollution, you’ll forgive me if I keep my old Pontiac.",9F07   MR PLOW
HOMER,Y’ello.,9F07   MR PLOW
HOMER,Oh yeah? How dumb do you think I --,9F07   MR PLOW
MARGE,"Ohh, Now, Homie, you have your health, you have your best friend back, and you do have that certain special something.",9F07   MR PLOW
HOMER,You mean... He points with his head towards the closet. Marge nods and . Homer goes to the closet and takes out his Mr.,9F07   MR PLOW
HOMER,"Mr. Plow, that’s my name. That name again is Mr. Plow. Our forecast calls for flurries of passion followed by extended periods of gettin’ it on. Open your driveway, baby.",9F07   MR PLOW
ANNOUNCER,cops: in Springfield!,9F09   HOMER'S TRIPLE BYPASS
CHIEF WIGGUM,and several other COPS stand outside.,9F09   HOMER'S TRIPLE BYPASS
CHIEF WIGGUM,"All right, boys, time to bag us a cattle rustler.",9F09   HOMER'S TRIPLE BYPASS
LOVEJOY,What in God’s name are you doing?,9F09   HOMER'S TRIPLE BYPASS
CHIEF WIGGUM,Isn’t this 742 Evergreen Terrace?,9F09   HOMER'S TRIPLE BYPASS
LOVEJOY,"No, that’s next door.",9F09   HOMER'S TRIPLE BYPASS
JAILBIRD,"Close but no donut, cops.",9F09   HOMER'S TRIPLE BYPASS
HOMER,"lies in bed, in his pajamas, eating a turkey d@rumstick and watching TV.",9F09   HOMER'S TRIPLE BYPASS
HOMER,I can’t wait till they throw his hatless butt in jail.,9F09   HOMER'S TRIPLE BYPASS
MARGE,enters in her bathrobe.,9F09   HOMER'S TRIPLE BYPASS
MARGE,You really shouldn’t eat so much in bed.,9F09   HOMER'S TRIPLE BYPASS
MARGE,It’s not good for your heart.,9F09   HOMER'S TRIPLE BYPASS
HOMER,My heart is just fine...,9F09   HOMER'S TRIPLE BYPASS
HOMER,Just workin’ the turkey through. There it goes!,9F09   HOMER'S TRIPLE BYPASS
CHIEF WIGGUM,You’re new here aren’t you? Wiggum stuffs the torn-up check it in her blouse pocket.,9F09   HOMER'S TRIPLE BYPASS
BART,takes a bite of cereal and quickly CHEWS it.,9F09   HOMER'S TRIPLE BYPASS
BART,"Hey Lis, there was a big train wreck last night. Wanna see the victims?",9F09   HOMER'S TRIPLE BYPASS
LISA,"Huh, okay.",9F09   HOMER'S TRIPLE BYPASS
BART,"You’re right. Let’s bury them at sea. With his spoon, Bart scrapes the cereal off his tongue into Lisa’s bowl where it lands with a PLOP. Just as he does this, Homer, dressed for work, enters the kitchen.",9F09   HOMER'S TRIPLE BYPASS
LISA,Daaad! Homer clutches his chest and GASPS.,9F09   HOMER'S TRIPLE BYPASS
BART,What’s wrong?,9F09   HOMER'S TRIPLE BYPASS
HOMER,You know that feeling you get when a thousand knives of fire are stabbing you in the heart? I’ve got that right now.  Ooh... bacon!,9F09   HOMER'S TRIPLE BYPASS
MARGE,"Homer, I prepared a special surprise just for you.",9F09   HOMER'S TRIPLE BYPASS
HOMER,What the hell is this?,9F09   HOMER'S TRIPLE BYPASS
MARGE,Nice healthy oatmeal.,9F09   HOMER'S TRIPLE BYPASS
HOMER,"Ooh, oatmeal. What a delightful treat. Ugh, there’s a bug in it. Homer starts to pour it down the sink.",9F09   HOMER'S TRIPLE BYPASS
MARGE,No there isn’t.,9F09   HOMER'S TRIPLE BYPASS
HOMER,Trust me.,9F09   HOMER'S TRIPLE BYPASS
MARGE,I’m just trying to get you to eat better. Homer takes a mouthful and starts chewing.,9F09   HOMER'S TRIPLE BYPASS
HOMER,"Look, Marge, you’ve had your little joke. Now feed your man. He shovels bacon and eggs onto his plate and CHOWS down.",9F09   HOMER'S TRIPLE BYPASS
BART,"Dad, there’s a bug on that.",9F09   HOMER'S TRIPLE BYPASS
HOMER,"Come on, come on! National treasure, my ass! Homer repeatedly SLAMS into the truck. Wood CRACKS. A weather vane falls off the house’s roof and bounces off Homer’s hood.",9F09   HOMER'S TRIPLE BYPASS
MAN,Oh dear. The cab lurches forward. His glasses fall off and SHATTER.,9F09   HOMER'S TRIPLE BYPASS
HOMER,I keep hearing this horrible irregular thumping noise.,9F09   HOMER'S TRIPLE BYPASS
HOMER,Whew! I was afraid it was my transmission.,9F09   HOMER'S TRIPLE BYPASS
BOY,"Hey, where’s he goin’?",9F09   HOMER'S TRIPLE BYPASS
BURNS,"is in front of a bank of monitors with SMITHERS, staring at one screen that shows Homer eating donuts.",9F09   HOMER'S TRIPLE BYPASS
BURNS,"Eh, look at that pig stuffing his face with donuts on my time. That’s right, keep eating. Little do you know you’re drawing ever closer to the poisoned donut.  There is a poisoned one isn’t there,",9F09   HOMER'S TRIPLE BYPASS
SMITHERS,"Uh, no sir. I discussed this with our lawyers. They consider it murder.",9F09   HOMER'S TRIPLE BYPASS
BURNS,Damn their oily hides.,9F09   HOMER'S TRIPLE BYPASS
BURNS,"Bring him to me! Homer stands nervously in front of his boss. As an INSET, we see Homer’s heart react to what he’s experiencing. The heart continues to beat rapidly.",9F09   HOMER'S TRIPLE BYPASS
BURNS,"Relax, Simpson. I just brought you in for a friendly, ""Hello."" We see Homer’s heart rate relax.",9F09   HOMER'S TRIPLE BYPASS
BURNS,"-- and, ""Goodbye!"" You’re fired! Homer’s heart speeds up again.",9F09   HOMER'S TRIPLE BYPASS
BURNS,"But wait, perhaps I’m being too hasty. You are highly skilled... The heart relaxes again.",9F09   HOMER'S TRIPLE BYPASS
BURNS,++. at goofing off! Homer’s heart races again.,9F09   HOMER'S TRIPLE BYPASS
BURNS,That means you’re terrible! That’s the last straw -- Homer’s heart freaks out and turns blue. Homer clutches his chest and falls to the floor. Smithers kneels over hin.,9F09   HOMER'S TRIPLE BYPASS
SMITHERS,"Mr. Burns, I think he’s dead.",9F09   HOMER'S TRIPLE BYPASS
BURNS,Oh dear. Send a ham to his widow. Mmm... ham. Homer’s spirit goes back into his body. Homer’s eyes open.,9F09   HOMER'S TRIPLE BYPASS
SMITHERS,"No, wait. He’s alive.",9F09   HOMER'S TRIPLE BYPASS
BURNS,Oh good. Cancel the ham.,9F09   HOMER'S TRIPLE BYPASS
DAY,We see an ambulance speeding toward the hospital.,9F09   HOMER'S TRIPLE BYPASS
HOMER,S’okay... get me... some jerky.,9F09   HOMER'S TRIPLE BYPASS
MEL,"I’m telling you, it’s not going to work.",9F09   HOMER'S TRIPLE BYPASS
KRUSTY,You know who I really feel sorry for... Sideshow Phil. Mel’s standing on his shoulders.,9F09   HOMER'S TRIPLE BYPASS
NURSE,"Doctor, you’ve been up for four days. I really think you should sleep.",9F09   HOMER'S TRIPLE BYPASS
EDDIE,"Yeah, he was taking a bite and his jaw locked.",9F09   HOMER'S TRIPLE BYPASS
LOU,"Hey, look. I can fit my entire fist in here. He demonstrates by putting his fist in Wiggum’s mouth.",9F09   HOMER'S TRIPLE BYPASS
LOU,"What’s that, Chief?",9F09   HOMER'S TRIPLE BYPASS
PATTY,"Oooh, ""Buy three tubes of Mr. Blister, get one free.""",9F09   HOMER'S TRIPLE BYPASS
MARGE,"Hello?... Yes... Oh, dear lord! (TO HER SISTERS - VERY WORRIED) Homer’s in the hospital! They think it’s his heart.",9F09   HOMER'S TRIPLE BYPASS
SELMA,"Oh, my God.",9F09   HOMER'S TRIPLE BYPASS
PATTY,What?,9F09   HOMER'S TRIPLE BYPASS
HIBBERT,Clear!,9F09   HOMER'S TRIPLE BYPASS
HOMER,"More. Hibbert shocks him again. Homer gives him the ""OK"" sign.",9F09   HOMER'S TRIPLE BYPASS
HOMER,Thank you.,9F09   HOMER'S TRIPLE BYPASS
MARGE,"Oh, Homie, I was so frightened.",9F09   HOMER'S TRIPLE BYPASS
HOMER,"Marge, my whole life flashed before my eyes.",9F09   HOMER'S TRIPLE BYPASS
GRANDPA,How'd he get that?! The nurses shrug.,9F09   HOMER'S TRIPLE BYPASS
HOMER,Fall on your knees/ Oh hear the angels’ voices/ Oh ni-ight di-vine/,9F09   HOMER'S TRIPLE BYPASS
GRANDPA,What a voice. Young Homer is going to make me a millionaire.,9F09   HOMER'S TRIPLE BYPASS
HOMER,"Oh ni-ight, di-  vine. Hey, my voice just changed. Oh night, when Christ was born...",9F09   HOMER'S TRIPLE BYPASS
GRANDPA,Dagnabit!,9F09   HOMER'S TRIPLE BYPASS
HOMER,He leaps up in his seat and thrusts his fist in the air.,9F09   HOMER'S TRIPLE BYPASS
HIBBERT,"Mr. Simpson, I’m afraid you’ve just had",9F09   HOMER'S TRIPLE BYPASS
HOMER,"But I’m out of the woods now, right? I mean, whatever doesn’t kill me can only make me stronger.",9F09   HOMER'S TRIPLE BYPASS
HIBBERT,"Oh no, quite the opposite. It’s made you weak as a kitten.  Look! Hibbert slaps Homer playfully.",9F09   HOMER'S TRIPLE BYPASS
HOMER,"Hey, c’mon, quit it.",9F09   HOMER'S TRIPLE BYPASS
HIBBERT,Coochy coochy coo! He continues to tousle Homer’s hair and pinch his cheeks.,9F09   HOMER'S TRIPLE BYPASS
HOMER,Stop. Please stop.,9F09   HOMER'S TRIPLE BYPASS
MARGE,Can’t you do something for him?,9F09   HOMER'S TRIPLE BYPASS
HIBBERT,"Well, we can’t fix his heart, but we can tell you exactly how damaged it is.",9F09   HOMER'S TRIPLE BYPASS
HOMER,What an age we live in!,9F09   HOMER'S TRIPLE BYPASS
HIBBERT,"What you see here is the radioactive dye we injected, flowing through your husband’s circulatory system.",9F09   HOMER'S TRIPLE BYPASS
NURSE,"But doctor, I haven’t injected the dye yet!",9F09   HOMER'S TRIPLE BYPASS
HIBBERT,"Good lord. Behind the screen, Homer smiles and waves.",9F09   HOMER'S TRIPLE BYPASS
HOMER,Hi.,9F09   HOMER'S TRIPLE BYPASS
HOMER,Am I there yet?,9F09   HOMER'S TRIPLE BYPASS
HIBBERT,"No, Homer.",9F09   HOMER'S TRIPLE BYPASS
HOMER,Am I there yet?,9F09   HOMER'S TRIPLE BYPASS
HIBBERT,"No, Homer.",9F09   HOMER'S TRIPLE BYPASS
HOMER,Am I there yet?,9F09   HOMER'S TRIPLE BYPASS
HIBBERT,"Homer, I’m afraid you’1l have to undergo a coronary by-pass operation.",9F09   HOMER'S TRIPLE BYPASS
HOMER,"Say it in English, doc.",9F09   HOMER'S TRIPLE BYPASS
HIBBERT,You’re going to need open heart surgery!,9F09   HOMER'S TRIPLE BYPASS
HOMER,Spare me your medical mumbo jumbo.,9F09   HOMER'S TRIPLE BYPASS
HIBBERT,We’re going to cut you open and tinker with your ticker.,9F09   HOMER'S TRIPLE BYPASS
HOMER,Could you dumb it down a shade?,9F09   HOMER'S TRIPLE BYPASS
MARGE,"Doctor, we’ll do what ever it takes to get my Homie well.",9F09   HOMER'S TRIPLE BYPASS
HIBBERT,"Good.  Good. I must warn you though, the procedure will cost you upwards of 40,000 dollars.",9F09   HOMER'S TRIPLE BYPASS
